A	TRACTO ALIMENTARIO Y METABOLISMO
L01CB	DERIVADOS DE LA PODOFILOTOXINA
L01CB01	ETOPÓSIDO
L01CB02	TENIPÓSIDO
L01CC	DERIVADOS DE LA COLCHICINA
L01CC01	DEMECOLCINA
L01CD	TAXANOS
L01CD01	PACLITAXEL
L01CD02	DOCETAXEL
L01CX	OTROS ALCALOIDES DE PLANTAS Y PRODUCTOS NATURALES
L01CX01	TRABECTEDINA
L01D	ANTIBIÓTICOS CITOTÓXICOS Y SUSTANCIAS RELACIONADAS
L01DA	ACTINOMICINAS
L01DA01	DACTINOMICINA
L01DB	ANTRACICLINAS Y SUSTANCIAS RELACIONADAS
L01DB01	DOXORRUBICINA
L01DB02	DAUNORRUBICINA
L01DB03	EPIRUBICINA
L01DB04	ACLARUBICINA
L01DB05	ZORUBICINA
L01DB06	IDARUBICINA
L01DB07	MITOXANTRONA
L01DB08	PIRARUBICINA
L01DB09	VALRUBICINA
L01DC	OTROS ANTIBIÓTICOS CITOTÓXICOS
L01DC01	BLEOMICINA
L01DC02	PLICAMICINA
L01DC03	MITOMICINA
L01DC04	IXABEPILONA
L01X	OTROS AGENTES ANTINEOPLÁSICOS
L01XA	COMPUESTOS DEL PLATINO
L01XA01	CISPLATINO
L01XA02	CARBOPLATINO
L01XA03	OXALIPLATINO
L01XB	METILHIDRAZINAS
L01XB01	PROCARBAZINA
L01XC	ANTICUERPOS MONOCLONALES
L01XC01	EDRECOLOMAB
L01XC02	RITUXIMAB
L01XC03	TRASTUZUMAB
L01XC04	ALEMTUZUMAB
L01XC05	GEMTUZUMAB
L01XC06	CETUXIMAB
L01XC07	BEVACIZUMAB
L01XC08	PANITUMUMAB
L01XD	AGENTES USADOS EN TERAPIA FOTODINÁMICA
L01XD01	PORFIMER SÓDICO
L01XD03	METIL AMINOLEVULINATO
L01XD04	ÁCIDO AMINOLEVULÍNICO
L01XD05	TEMOPORFÍN
L01XD06	EFAPROXIRAL
L01XE	INHIBIDORES DIRECTOS DE LA PROTEINQUINASA
L01XE01	IMATINIB
L01XE02	GEFITINIB
L01XE03	ERLOTINIB
L01XE04	SUNITINIB
L01XE05	SORAFENIB
L01XE06	DASATINIB
L01XE07	LAPATINIB
L01XE08	NILOTINIB
L01XE09	TEMSIROLIMÚS
L01XE10	EVEROLIMÚS
L01XX	OTROS AGENTES ANTINEOPLÁSICOS
L01XX01	AMSACRINA
L01XX02	ASPARAGINASA
L01XX03	ALTRETAMINA
L01XX05	HIDROXICARBAMIDA
L01XX07	LONIDAMINA
L01XX08	PENTOSTATINA
L01XX09	MILTEFOSINA
L01XX10	MASOPROCOL
L01XX11	ESTRAMUSTINA
L01XX14	TRETINOÍNA
L01XX16	MITOGUAZONA
L01XX17	TOPOTECÁN
L01XX18	TIAZOFURINA
L01XX19	IRINOTECAN
L01XX22	ALITRETINOÍNA
L01XX23	MITOTANE
L01XX24	PEGASPARGASA
L01XX25	BEXAROTENO
L01XX27	TRIÓXIDO DE ARSÉNICO
L01XX29	DENILEUQUINA DIFTITOX
L01XX32	BORTEZOMIB
L01XX33	CELECOXIB
L01XX35	ANAGRELIDE
L01XX36	OBLIMERSEN
L01XX37	SITIMAGENE CERADENOVEC
L01XY	COMBINACIONES DE AGENTES ANTINEOPLÁSICOS
L02	TERAPIA ENDOCRINA
L02A	HORMONAS Y AGENTES RELACIONADOS
L02AA	ESTRÓGENOS
L02AA01	DIETILESTILBESTROL
L02AA02	POLIESTRADIOL FOSFATO
L02AA03	ETINILESTRADIOL
L02AA04	FOSFESTROL
L02AB	PROGESTÁGENOS
L02AB01	MEGESTROL
L02AB02	MEDROXIPROGESTERONA
L02AB03	GESTONORONA
L02AE	ANÁLOGOS DE LA HORMONA LIBERADORA DE GONADOTROFINAS
L02AE01	BUSERELINA
L02AE02	LEUPRORELINA
L02AE03	GOSERELINA
L02AE04	TRIPTORELINA
L02AX	OTRAS HORMONAS
L02B	ANTAGONISTAS DE HORMONAS Y AGENTES RELACIONADOS
L02BA	ANTIESTRÓGENOS
L02BA01	TAMOXIFENO
L02BA02	TOREMIFENO
L02BA03	FULVESTRAN
L02BB	ANTIANDRÓGENOS
L02BB01	FLUTAMIDA
L02BB02	NILUTAMIDA
L02BB03	BICALUTAMIDA
L02BG	INHIBIDORES ENZIMÁTICOS
L02BG01	AMINOGLUTETIMIDA
L02BG02	FORMESTANO
L02BG03	ANASTROZOL
L02BG04	LETROZOL
L02BG05	VOROZOL
L02BG06	EXEMESTANO
L02BX	OTRAS HORMONAS ANTAGONISTAS Y AGENTES RELACIONADOS
L02BX01	ABARELIX
L03	INMUNOESTIMULANTES
L03A	CITOQUINAS E INMUNOMODULADORES
L03AA	FACTORES ESTIMULANTES DE COLONIAS
L03AA02	FILGRASTIN
L03AA03	MOLGRAMOSTIN
L03AA09	SARGRAMOSTIN
L03AA10	LENOGRASTIN
L03AA12	ANCESTIN
L03AA13	PEGFILGRASTIN
L03AB	INTERFERONES
L03AB01	INTERFERON ALFA NATURAL
L03AB02	INTERFERON BETA NATURAL
L03AB03	INTERFERÓN GAMMA
L03AB04	INTERFERON ALFA-2A
L03AB05	INTERFERON ALFA-2B
L03AB06	INTERFERON ALFA-N1
L03AB07	INTERFERON BETA-1A
L03AB08	INTERFERON BETA-1B
L03AB09	INTERFERON ALFACON-1
L03AB10	PEGINTERFERON ALFA-2B
L03AB11	PEGINTERFERON ALFA-2A
L03AB60	PEGINTERFERON-ALFA-2B, COMBINACIONES
L03AC	INTERLEUCINAS
L03AC01	ALDESLEUKIN
L03AC02	OPRELVEKIN
L03AX	OTROS CITOQUINAS E INMUNOMODULADORES
L03AX01	LENTINAN
L03AX02	ROQUINIMEX
L03AX03	VACUNA BCG
L03AX04	PEGADEMASA
L03AX05	PIDOTIMOD
L03AX07	POLY I:C
L03AX08	POLY ICLC
L03AX09	TIMOPENTINA
L03AX10	IMMUNOCIANINA
L03AX11	TASONERMINA
L03AX12	VACUNA DEL MELANOMA
L03AX13	GLATIRAMERO ACETATO
L03AX14	DIHIDROCLORHIDRATO DE HISTAMINA
L03AX15	MIFAMURTIDA
L04	INMUNOSUPRESORES
L04A	HORMONAS Y AGENTES RELACIONADOS
L04AA	AGENTES INMUNOSUPRESORES SELECTIVOS
L04AA02	MUROMONAB-CD3
L04AA03	INMUNOGLOBULINA ANTILINFOCITOS EQUINA
L04AA04	INMUNOGLOBULINA ANTITIMOCITOS
L04AA06	ÁCIDO MICOFENÓLICO
L04AA10	SIROLIMUS
L04AA13	LEFLUNOMIDA
L04AA15	ALEFACEPT
L04AA18	EVEROLIMUS
L04AA19	GUSPERIMUS
L04AA21	EFALIZUMAB
L04AA22	ABETIMUS
L04AA23	NATALIZUMAB
L04AA24	ABATACEPT
L04AA25	ECULIZUMAB
L04AB	INHIBIDORES DEL FACTOR ALFA DE NECROSIS TUMORAL
L04AB01	ETANERCEPT
L04AB02	INFLIXIMAB
L04AB03	AFELIMOMAB
L04AB04	ADALIMUMAB
L04AB05	CERTOLIZUMAB PEGOL
L04AC	INHIBIDORES DE LA INTERLEUCINA
L04AC01	DACLIZUMAB
L04AC02	BASILIXIMAB
L04AC03	ANAKINRA
L04AC05	USTEKINUMAB
L04AC07	TOCILIZUMAB
L04AD	INHIBIDORES DE LA CALCINEURINA
L04AD01	CICLOSPORINA
L04AD02	TACROLIMUS
L04AX	OTROS AGENTES INMUNOSUPRESORES
L04AX01	AZATIOPRINA
L04AX02	TALIDOMIDA
L04AX03	METOTREXATE
L04AX04	LENALIDOMIDA
M	SISTEMA MUSCULOESQUELÉTICO
M01	ANTIINFLAMATORIOS Y ANTIRREUMÁTICOS
M01A	PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMÁTICOS NO ESTEROIDEOS
M01AA	BUTILPIRAZOLIDINAS
M01AA01	FENILBUTAZONA
M01AA02	MOFEBUTAZONA
M01AA03	OXIFENBUTAZONA
M01AA05	CLOFEZONA
M01AA06	KEBUZONA
M01AB	DERIVADOS DEL ÁCIDO ACÉTICO Y SUSTANCIAS RELACIONADAS
M01AB01	INDOMETACINA
M01AB02	SULINDACO
M01AB03	TOLMETIN
M01AB04	ZOMEPIRACO
M01AB05	DICLOFENACO
M01AB06	ALCLOFENACO
M01AB07	BUMADIZONE
M01AB08	ETODOLACO
M01AB09	LONAZOLACO
M01AB10	FENTIAZACO
M01AB11	ACEMETACINA
M01AB12	DIFENPIRAMIDA
M01AB13	OXAMETACINA
M01AB14	PROGLUMETACINA
M01AB15	KETOROLACO
M01AB16	ACECLOFENACO
M01AB17	BUFEXAMACO
M01AB51	INDOMETACINA, COMBINACIONES
M01AB55	DICLOFENACO, COMBINACIONES
M01AC	OXICANES
M01AC01	PIROXICAM
M01AC02	TENOXICAM
M01AC04	DROXICAM
M01AC05	LORNOXICAM
M01AC06	MELOXICAM
M01AE	DERIVADOS DEL ÁCIDO PROPIÓNICO
M01AE01	IBUPROFENO
M01AE02	NAPROXENO
M01AE03	KETOPROFENO
M01AE04	FENOPROFENO
M01AE05	FENBUFENO
M01AE06	BENOXAPROFENO
M01AE07	SUPROFENO
M01AE08	PIRPROFENO
M01AE09	FLURBIPROFENO
M01AE10	INDOPROFENO
M01AE11	ÁCIDO TIAPROFÉNICO
M01AE12	OXAPROZIN
M01AE13	IBUPROXAM
M01AE14	DEXIBUPROFENO
M01AE15	FLUNOXAPROFENO
M01AE16	ALMINOPROFENO
M01AE17	DEXKETOPROFENO
M01AE51	IBUPROFENO, COMBINACIONES
M01AE53	KETOPROFENO, COMBINACIONES
M01AG	FENAMATOS
M01AG01	ÁCIDO TOLFENÁMICO
M01AG03	ÁCIDO FLUFENÁMICO
M01AG04	ÁCIDO MECLOFENÁMICO
M01AH	COXIBS
M01AH01	CELECOXIB
M01AH02	ROFECOXIB
M01AH03	VALDECOXIB
M01AH04	PARECOXIB
M01AH05	ETORICOXIB
M01AH06	LUMIRACOXIB
M01AX	OTROS AGENTES ANTIINFLAMATORIOS Y ANTIRREUMÁTICOS NO ESTEROIDEOS
M01AX01	NABUMETONA
M01AX02	ÁCIDO NIFLÚMICO
M01AX04	AZAPROPAZONA
M01AX05	GLUCOSAMINA
M01AX07	BENZIDAMINA
M01AX12	GLUCOSAMINOGLICANO POLISULFATO
M01AX13	PROQUAZONA
M01AX14	ORGOTEÍNA
M01AX17	NIMESULIDA
M01AX18	FEPRAZONA
M01AX21	DIACEREÍNA
M01AX22	MORNIFLUMATO
M01AX23	TENIDAP
M01AX24	OXACEPROL
M01AX25	CONDROITIN SULFATO
M01B	AGENTES ANTIINFLAMATORIOS/ ANTIRREUMÁTICOS EN COMBINACIÓN
M01BA	AGENTES ANTIINFLAMATORIOS/ANTIRREUMÁTICOS EN COMBINACIÓN CON CORTICOESTEROIDES
M01BA01	FENILBUTAZONA Y CORTICOSTEROIDES
M01BA02	DIPIROCETIL Y CORTICOSTEROIDES
M01BA03	ÁCIDO ACETILSALICÍLICO Y CORTICOSTEROIDES
M01BX	OTROS AGENTES ANTIINFLAMATORIOS/ANTIRREUMÁTICOS EN COMBINACIÓN CON OTRAS DROGAS
M01C	AGENTES ANTIRREUMÁTICOS ESPECÍFICOS
M01CA	QUINOLINAS
M01CA03	OXICINCOFENO
M01CB	PREPARADOS DE ORO
M01CB01	AURORIOMALATO SÓDICO
M01CB02	AUROTIOSULFATO SÓDICO
M01CB03	AURANOFÍN
M01CB04	AUROTIOGLUCOSA
M01CB05	AUROTIOPROL
M01CC	PENICILAMINA Y AGENTES SIMILARES
M01CC01	PENICILAMINA
M01CC02	BUCILAMINA
M01CX	OTROS AGENTES ANTIRREUMÁTICOS ESPECÍFICOS
M02	PRODUCTOS TÓPICOS PARA DOLOR ARTICULAR Y MUSCULAR
M02A	PRODUCTOS TÓPICOS PARA EL DOLOR ARTICULAR Y MUSCULAR
M02AA	PREPARADOS CON ANTIINFLAMATORIOS NO ESTEROIDEOS PARA USO TÓPICO
M02AA01	FENILBUTAZONA
M02AA02	MOFEBUTAZONA
M02AA03	CLOFEZONA
M02AA04	OXIFENBUTAZONA
M02AA05	BENZIDAMINA
M02AA06	ETOFENAMATO
M02AA07	PIROXICAM
M02AA08	FELBINACO
M02AA09	BUFEXAMACO
M02AA10	KETOPROFENO
M02AA11	BENDAZACO
M02AA12	NAPROXENO
M02AA13	IBUPROFENO
M02AA14	FENTIAZACO
M02AA15	DICLOFENACO
M02AA16	FEPRAZONA
M02AA17	ACIDO NIFLÚMICO
M02AA18	ACIDO MECLOFENÁMICO
M02AA19	FLURBIPROFENO
M02AA21	TOLMETIN
M02AA22	SUXIBUZONA
M02AA23	INDOMETACINA
M02AA24	NIFENAZONA
M02AA25	ACECLOFENACO
M02AB	PREPARADOS CON CÁPSICUM Y AGENTES SIMILARES
M02AB01	CAPSAICINA TÓPICA
M02AC	PREPARADOS CON ÁCIDO SALICÍLICO Y DERIVADOS
M02AX	OTROS PRODUCTOS TÓPICOS PARA EL DOLOR MUSCULAR Y ARTICULAR
M02AX02	TOLAZOLINA
M02AX03	DIMETILSULFÓXIDO
M02AX10	VARIOS
M03	RELAJANTES MUSCULARES
M03A	AGENTES RELAJANTES MUSCULARES DE ACCIÓN PERIFÉRICA
M03AA	ALCALOIDES DEL CURARE
M03AA01	ALCURONIO
M03AA02	TUBOCURARINA
M03AA04	DIMETILTUBOCURARINA
M03AB	DERIVADOS DE LA COLINA
M03AB01	SUXAMETONIO
M03AC	OTROS COMPUESTOS DE AMONIO CUATERNARIO
M03AC01	PANCURONIO
M03AC02	GALLAMINA
M03AC03	VECURONIO
M03AC04	ATRACURIO
M03AC05	HEXAFLURONIO
M03AC06	PIPECURONIO, BROMURO
M03AC07	DOXACURIO, CLORURO
M03AC08	FAZADINIO, BROMURO
M03AC09	ROCURONIO BROMURO
M03AC10	MIVACURIO CLORURO
M03AC11	CISATRACURIO
M03AX	OTROS AGENTES RELAJANTES MUSCULARES DE ACCIÓN PERIFÉRICA
M03AX01	TOXINA BOTULÍNICA
M03B	AGENTES RELAJANTES MUSCULARES DE ACCIÓN CENTRAL
M03BA	ESTERES DEL ÁCIDO CARBÁMICO
M03BA01	FENPROBAMATO
M03BA02	CARISOPRODOL
M03BA03	METOCARBAMOL
M03BA04	ESTIRAMATO
M03BA05	FEBARBAMATO
M03BA51	FENPROBAMATO, COMBINACIONES EXCLUYENDO PSICOLÉPTICOS
M03BA52	CARISOPRODOL, COMBINACIONES EXCLUYENDO PSICOLÉPTICOS
M03BA53	METOCARBAMOL, COMBINACIONES EXCLUYENDO PSICOLÉPTICOS
M03BA71	FENPROBAMATO, COMBINACIONES CON PSICOLÉPTICOS
M03BA72	CARISOPRODOL, COMBINACIONES CON PSICOLÉPTICOS
M03BA73	METOCARBAMOL, COMBINACIONES CON PSICOLÉPTICOS
M03BB	DERIVADOS OXAZÓLICOS, TIAZÍNICOS Y TRIAZÍNICOS
M03BB02	CLORMEZANONA
M03BB03	CLORZOXAZONA
M03BB52	CLORMEZANONA, COMBINACIONES EXCLUYENDO PSICOLÉPTICOS
M03BB53	CLORZOXAZONA, COMBINACIONES EXCLUYENDO PSICOLÉPTICOS
M03BB72	CLORMEZANONA, COMBINACIONES CON PSICOLÉPTICOS
M03BB73	CLORZOXAZONA, COMBINACIONES CON PSICOLÉPTICOS
M03BC	ÉSTERES QUÍMICAMENTE RELACIONADOS CON LOS ANTIHISTAMÍNICOS
M03BC01	ORFENADRINA (CITRATO)
M03BC51	ORFENADRINA, COMBINACIONES
M03BX	OTROS AGENTES DE ACCIÓN CENTRAL
M03BX01	BACLOFENO
M03BX02	TIZANIDINA
M03BX03	PRIDINOL
M03BX04	TOLPERISONA
M03BX05	TIOCOLCHICÓSIDO
M03BX06	MEFENESÍN
M03BX07	TETRAZEPAM
M03BX08	CICLOBENZAPRINA
M03BX30	FENIRAMIDOL
M03C	AGENTES RELAJANTES MUSCULARES DE ACCIÓN DIRECTA
M03CA	DANTROLENO Y DERIVADOS
M03CA01	DANTROLENO
M04	ANTIGOTOSOS
M04A	PREPARADOS ANTIGOTOSOS
M04AA	PREPARADOS QUE INHIBEN LA PRODUCCIÓN DE ÁCIDO ÚRICO
M04AA01	ALOPURINOL
M04AA02	TISOPURINA
M04AA03	FEBUXOSTAT
M04AA51	ALOPURINOL, COMBINACIONES
M04AB	PREPARADOS QUE AUMENTAN LA EXCRECIÓN DE ÁCIDO ÚRICO
M04AB01	PROBENECID
M04AB02	SULFINPIRAZONA
M04AB03	BENZOBROMARONA
M04AB04	ISOBROMINDIONA
M04AC	PREPARADOS SIN EFECTO SOBRE EL METABOLISMO DEL ÁCIDO ÚRICO
M04AC01	COLCHICINA
M04AC02	CINCHOFEN
M04AX	OTROS PREPARADOS ANTIGOTOSOS
M04AX01	URATO OXIDASA
M05	PREPARADOS PARA EL TRATAMIENTO DE ENFERMEDADES ÓSEAS
M05B	AGENTES QUE AFECTAN LA ESTRUCTURA ÓSEA Y LA MINERALIZACIÓN
M05BA	BIFOSFONATOS1
M05BA01	ACIDO ETIDRÓNICO
M05BA02	ACIDO CLODRÓNICO
M05BA03	ACIDO PAMIDRÓNICO
M05BA04	ACIDO ALENDRÓNICO
M05BA05	ACIDO TILUDRÓNICO
M05BA06	ACIDO IBANDRÓNICO
M05BA07	ACIDO RISEDRÓNICO
M05BA08	ACIDO ZOLEDRÓNICO
M05BB	BIFOSFONATOS Y CALCIO, PREPARADOS SECUENCIALES
M05BB01	ACIDO ETIDRÓNICO Y CALCIO SECUENCIAL
M05BB02	ACIDO RISEDRÓNICO Y CALCIO SECUENCIAL
M05BB03	ALENDRONIC ACID Y COLECALCIFEROL
M05BB04	ACIDO RISEDRÓNICO, CALCIO Y COLECALCIFEROL SECUENCIALES
M05BC	PROTEÍNAS MORFOGENÉTICAS ÓSEAS
M05BC01	DIBOTERMIN ALFA
M05BC02	EPTOTERMIN ALFA
M05BX	OTRAS DROGAS QUE AFECTAN LA MINERALIZACIÓN
M05BX01	IPRIFLAVONA
M05BX02	CLOROHIDRATO DE ALUMINIO
M05BX03	RANELATO DE ESTRONCIO
M09	OTROS MEDICAMENTOS PARA DESÓRDENES DEL SISTEMA MUSCULOESQUELÉTICO
M09A	OTRAS DROGAS PARA DESÓRDENES DEL SISTEMA MUSCULOESQUELÉTICO
M09AA	QUININA Y DERIVADOS
M09AA01	HIDROQUININA
M09AA72	QUININA, COMBINACIONES CON PSICOLÉPTICOS
M09AB	ENZIMAS2
M09AB01	QUIMOPAPAÍNA
M09AB52	TRIPSINA, COMBINACIONES
M09AX	OTRAS DROGAS PARA DESÓRDENES DEL SISTEMA MUSCULOESQUELÉTICO
M09AX01	ACIDO HIALURÓNICO
N	SISTEMA NERVIOSO
N01	ANESTÉSICOS
N01A	ANESTÉSICOS GENERALES
N01AA	ÉTERES
N01AA01	ÉTER ETÍLICO
N01AA02	ÉTER VINÍLICO
N01AB	HIDROCARBUROS HALOGENADOS
N01AB01	HALOTANO
N01AB02	CLOROFORMO
N01AB03	METOXIFLURANO
N01AB04	ENFLURANO
N01AB05	TRICLOROETILENO
N01AB06	ISOFLURANO
N01AB07	DESFLURANO
N01AB08	SEVOFLURANO
N01AF	BARBITÚRICOS, MONODROGAS
N01AF01	METOHEXITAL
N01AF02	HEXOBARBITAL
N01AF03	TIOPENTAL
N01AG	BARBITÚRICOS EN COMBINACIÓN CON OTRAS DROGAS
N01AG01	NARCOBARBITAL
N01AH	ANÉSTESICOS OPIODES
N01AH01	FENTANILO
N01AH02	ALFENTANILO
N01AH03	SUFENTANILO
N01AH04	FENOPERIDINA
N01AH05	ANILERIDINA
N01AH06	REMIFENTANILO
N01AH51	FENTANILO, COMBINACIONES
N01AX	OTROS ANESTÉSICOS GENERALES
N01AX01	DROPERIDOL
N01AX03	KETAMINA
N01AX04	PROPANIDIDA
N01AX05	ALFAXALONE
N01AX07	ETOMIDATO
N01AX10	PROPOFOL
N01AX11	HIDROXIBUTIRICO, ÁCIDO
N01AX13	NITROSO, ÓXIDO
N01AX14	ESKETAMINA
N01AX15	XENÓN
N01AX63	NITROSO ÓXIDO, COMBINACIONES
N01B	ANESTÉSICOS LOCALES
N01BA	ÉSTERES DEL ÁCIDO AMINOBENZOICO
N01BA01	METABUTETAMINA
N01BA02	PROCAÍNA
N01BA03	TETRACAÍNA
N01BA04	CLOROPROCAÍNA
N01BA05	BENZOCAÍNA
N01BA52	PROCAÍNA, COMBINATIONS
N01BB	AMIDAS
N01BB01	BUPIVACAÍNA
N01BB02	LIDOCAÍNA
N01BB03	MEPIVACAÍNA
N01BB04	PRILOCAÍNA
N01BB05	BUTANILICAÍNA
N01BB06	CINCOCAÍNA
N01BB07	ETIDOCAÍNA
N01BB08	ARTICAÍNA
N01BB09	ROPIVACAÍNA
N01BB10	LEVOBUPIVACAÍNA
N01BB20	COMBINACIONES
N01BB51	BUPIVACAÍNA, COMBINACIONES
N01BB52	LIDOCAÍNA, COMBINACIONES
N01BB53	MEPIVACAÍNA, COMBINACIONES
N01BB54	PRILOCAÍNA, COMBINACIONES
N01BB57	ETIDOCAÍNA, COMBINACIONES
N01BB58	ARTICAÍNA, COMBINACIONES
N01BC	ÉSTERES DEL ÁCIDO BENZOICO
N01BC01	COCAÍNA
N01BX	OTROS ANESTÉSICOS LOCALES
N01BX01	ETIL CLORURO
N01BX02	DICLONINA
N01BX03	FENOL
N01BX04	CAPSAICINA
N02	ANALGÉSICOS
N02A	OPIOIDES
N02AA	ALCALOIDES NATURALES DEL OPIO
N02AA01	MORFINA
N02AA03	HIDROMORFONA
N02AA05	OXICODONA
N02AA59	CODEÍNA
N02AB	DERIVADOS DE FENILPIPERIDINA
N02AB02	PETIDINA
N02AB03	FENTANILO
N02AC	DERIVADOS DE DIFENILPROPILAMINA
N02AC04	DEXTROPROPOXIFENO
N02AD	DERIVADOS DE BENZOMORFANO
N02AD01	PENTAZOCINA
N02AE	DERIVADOS DE ORIPAVINA
N02AE01	BUPRENORFINA
N02AX	OTROS OPIOIDES
N02AX02	TRAMADOL
N02AX52	TRAMADOL
N02B	OTROS ANALGÉSICOS Y ANTIPIRÉTICOS
N02BA	SALICÍLICO ÁCIDO Y DERIVADOS
N02BA01	ACETILSALICÍLICO ÁCIDO
N02BA51	ACETILSALICÍLICO ÁCIDO
N02BB	PIRAZOLONAS
N02BB02	METAMIZOL SÓDICO
N02BB54	PROPIFENAZONA
N02BE	ANILIDAS
N02BE01	PARACETAMOL
N02BE51	PARACETAMOL
N02BG	OTROS ANALGÉSICOS Y ANTIPIRÉTICOS
N02BG08	ZICONOTIDA
N02C	ANTIMIGRAÑOSOS
N02CA	ALCALOIDES DEL ERGOT
N02CA01	DIHIDROERGOTAMINA
N02CA51	DIHIDROERGOTAMINA
N02CA52	ERGOTAMINA
N02CC	AGONISTAS SELECTIVOS DE RECEPTORES 5
N02CC01	SUMATRIPTÁN
N02CC02	NARATRIPTÁN
N02CC03	ZOLMITRIPTÁN
N02CC04	RIZATRIPTÁN
N02CC05	ALMOTRIPTÁN
N02CC06	ELETRIPTÁN
N02CC07	FROVATRIPTÁN
N02CX	OTROS PREPARADOS ANTIMIGRAÑOSOS
N02CX01	PIZOTIFENO
N03	ANTIEPILÉPTICOS
N03A	ANTIEPILÉPTICOS
N03AA	BARBITÚRICOS Y DERIVADOS
N03AA01	METILFENOBARBITAL
N03AA02	FENOBARBITAL
N03AA03	PRIMIDONA
N03AA04	BARBEXACLONA
N03AA30	METARBITAL
N03AB	DERIVADOS DE LA HIDANTOÍNA
N03AB01	ETOTOÍNA
N03AB02	FENITOÍNA
N03AB03	AMINO (DIFENILHIDANTOÍNA), VALERICO ÁCIDO
N03AB04	MEFENITOÍNA
N03AB05	FOSFENITOÍNA
N03AB52	FENITOÍNA, COMBINACIONES
N03AB54	MEFENITOÍNA, COMBINACIONES
N03AC	DERIVADOS DE LA OXAZOLIDINA
N03AC01	PARAMETADIONA
N03AC02	TRIMETADIONA
N03AC03	ETADIONA
N03AD	DERIVADOS DE LA SUCCINIMIDA
N03AD01	ETOSUXIMIDA
N03AD02	FENSUXIMIDA
N03AD03	MESUXIMIDA
N03AD51	ETOSUXIMIDA, COMBINACIONES
N03AE	DERIVADOS DE LA BENZODIAZEPINA
N03AE01	CLONAZEPÁN
N03AF	DERIVADOS DE LA CARBOXAMIDA
N03AF01	CARBAMAZEPINA
N03AF02	OXCARBAZEPINA
N03AF03	RUFINAMIDA
N03AG	DERIVADOS DE LOS ÁCIDOS GRASOS
N03AG01	VALPROICO, ÁCIDO
N03AG02	VALPROMIDA
N03AG03	AMINOBUTÍRICO, ÁCIDO
N03AG04	VIGABATRINA
N03AG05	PROGABIDA
N03AG06	TIAGABINA
N03AX	OTROS ANTIEPILÉPTICOS
N03AX03	SULTIAME
N03AX07	FENACEMIDA
N03AX09	LAMOTRIGINA
N03AX10	FELBAMATO
N03AX11	TOPIRAMATO
N03AX12	GABAPENTINA
N03AX13	FENETURIDA
N03AX14	LEVETIRACETAN
N03AX15	ZONISAMIDA
N03AX16	PREGABALINA
N03AX17	ESTIRIPENTOL
N03AX18	LACOSAMIDA
N03AX30	BECLAMIDA
N04	ANTIPARKINSONIANOS
N04A	AGENTES ANTICOLINÉRGICOS
N04AA	AMINAS TERCIARIAS
N04AA01	TRIHEXIFENIDILO
N04AA02	BIPERIDENO
N04AA03	METIXENO
N04AA04	PROCICLIDINA
N04AA05	PROFENAMINA
N04AA08	DEXETIMIDA
N04AA09	FENGLUTARIMIDA
N04AA10	MAZATICOL
N04AA11	BORNAPRINA
N04AA12	TROPATEPINA
N04AB	ÉSTERES QUÍMICAMENTE RELACIONADOS CON ANTIHISTAMÍNICOS
N04AB01	ETANAUTINA
N04AB02	ORFENADRINA, (CLORHIDRATO)
N04AC	ÉSTERES DE TROPINA O DERIVADOS DE LA TROPINA
N04AC01	BENZATROPINA
N04AC30	ETIBENZATROPINA
N04B	AGENTES DOPAMINÉRGICOS
N04BA	DOPA Y DERIVADOS DE LA DOPA
N04BA01	LEVODOPA
N04BA02	LEVODOPA E INHIBIDORES DE LA DECARBOXILASA
N04BA03	LEVODOPA, INHIBIDORES DE LA DECARBOXILASA, E INHIBIDORES DE LA COMT
N04BA04	MELEVODOPA
N04BA05	MELEVODOPA E INHIBIDORES DE LA DECARBOXILASA
N04BA06	ETILEVODOPA E INHIBIDORES DE LA DECARBOXILASA
N04BB	DERIVADOS DEL ADAMANTANO
N04BB01	AMANTADINA
N04BC	AGONISTAS DOPAMINÉRGICOS
N04BC01	BROMOCRIPTINA
N04BC02	PERGOLIDA
N04BC03	DIHIDROERGOCRIPTINA, MESILATO
N04BC04	ROPINIROL
N04BC05	PRAMIPEXOL
N04BC06	CABERGOLINA
N04BC07	APOMORFINA
N04BC08	PIRIBEDIL
N04BC09	ROTIGOTINA
N04BD	INHIBIDORES DE LA MONOAMINO OXIDASA TIPO B
N04BD01	SELEGILINA
N04BD02	RASAGILINA
N04BX	OTROS AGENTES DOPAMINÉRGICOS
N04BX01	TOLCAPONA
N04BX02	ENTACAPONA
N04BX03	BUDIPINA
N05	PSICOLÉPTICOS
N05A	ANTIPSICÓTICOS
N05AA	FENOTIAZINAS CON CADENA LATERAL ALIFÁTICA
N05AA01	CLORPROMAZINA
N05AA02	LEVOMEPROMAZINA
N05AB	FENOTIAZINAS CON ESTRUCTURA PIPERAZÍNICA
N05AB02	FLUFENAZINA
N05AB03	PERFENAZINA
N05AC	FENOTIAZINAS CON ESTRUCTURA PIPERIDÍNICA
N05AC01	PERICIAZINA
N05AC04	PIPOTIAZINA
N05AD	DERIVADOS DE BUTIROFENONA
N05AD01	HALOPERIDOL
N05AD08	DROPERIDOL
N05AE	DERIVADOS DE INDOL
N05AE03	SERTINDOL
N05AE04	ZIPRASIDONA
