"EJBA001";"anesthésie";"146,30";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EJEA001";"Réimplantation de la veine fémorale dans la veine grande saphène ou dans la veine profonde de la cuisse [veine fémorale profonde], par abord direct";"343,04";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJEA001";"anesthésie";"146,30";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EGFA009";"Résection de la veine fémorale et/ou de la veine iliaque sans reconstruction, par abord direct";"446,49";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EGFA009";"anesthésie";"90,83";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EGFA006";"Résection de la veine fémorale et/ou de la veine iliaque avec reconstruction, par abord direct";"558,93";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EGFA006";"anesthésie";"146,30";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EGPA001";"Décompression de la veine iliaque, par laparotomie";"432,10";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EGPA001";"anesthésie";"80,64";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EJFA007";"Exérèse de la crosse de la grande veine saphène, par abord direct";"85,14";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJFA007";"anesthésie";"61,59";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EJFA004";"Exérèse de la crosse de la petite veine saphène, par abord direct";"88,43";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJFA004";"anesthésie";"71,48";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EJFA006";"Exérèse secondaire de la crosse de la grande veine saphène ou de la petite veine saphène, par abord direct";"235,06";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJFA006";"anesthésie";"76,97";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EJFA008";"Exérèse de la grande veine saphène sans exérèse de la crosse, par abords directs multiples sous anesthésie locale";"94,05";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJFA009";"Exérèse de la petite veine saphène sans exérèse de la crosse, par abords directs multiples sous anesthésie locale";"94,05";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJGA002";"Extraction [Stripping] de la grande veine saphène, par abord direct";"167,20";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJGA002";"anesthésie";"69,27";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EJGA001";"Extraction [Stripping] de la petite veine saphène, par abord direct";"167,20";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJGA001";"anesthésie";"74,77";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EJGA003";"Extraction [Stripping] de la grande veine saphène et de la petite veine saphène, par abord direct";"194,00";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJGA003";"anesthésie";"78,81";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EJFB001";"Séance d'exérèse de segment de varice ou de veine perforante du membre inférieur, par voie transcutanée sous anesthésie locale";"66,99";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ATM</regroupment>"
"EJFA002";"Exérèses multiples de branches de la grande veine saphène et/ou de la petite veine saphène sous anesthésie générale ou locorégionale, par abord direct";"122,57";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJFA002";"anesthésie";"71,48";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EJNF002";"Séance de sclérose de varice du membre inférieur, par injection intraveineuse transcutanée sans guidage";"18,93";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment>RC</reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ATM</regroupment>"
"EJNJ001";"Séance de sclérose de veine du membre inférieur, par injection intraveineuse transcutanée avec guidage échographique";"37,46";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment>RC</reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ATM</regroupment>"
"EJSF900";"Occlusion de veine saphène par laser, par voie veineuse transcutanée";"Non pris en charge";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJSF900";"anesthésie";"";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EJSF901";"Occlusion de la grande veine saphène par radiofréquence, par voie veineuse transcutanée";"Non pris en charge";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJSF901";"anesthésie";"";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EJSA003";"Ligature d'une veine profonde du membre inférieur, par abord direct";"106,94";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJSA003";"anesthésie";"69,28";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EJSC001";"Ligature de veine perforante du membre inférieur, par vidéochirurgie";"Non pris en charge";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJSC001";"anesthésie";"";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EJSA001";"Ligature de plusieurs veines perforantes jambières, par abord direct";"133,67";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"EJSA001";"anesthésie";"75,14";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"EQBP001";"Contention veineuse fixe prenant au moins 2 segments de membre, par pose de bande collante ou cohésive";"12,17";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ATM</regroupment>"
"DHCA001";"Suture de plaie de la veine cave inférieure rétrohépatique ou suprahépatique, ou des veines hépatiques, par laparotomie";"765,96";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"DHCA001";"anesthésie";"438,56";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"DHAF002";"Dilatation intraluminale de la veine cave inférieure sans pose d'endoprothèse, par voie veineuse transcutanée";"313,50";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ATM</regroupment>"
"DHAF004";"Dilatation intraluminale de la veine cave inférieure avec pose d'endoprothèse, par voie veineuse transcutanée";"313,50";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ATM</regroupment>"
"DHAF004";"anesthésie";"94,05";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"DHNF004";"Fibrinolyse in situ de la veine cave inférieure, par voie veineuse transcutanée";"209,00";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ATM</regroupment>"
"DHNF004";"anesthésie";"94,05";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"DHNF003";"Thrombolyse mécanique ou thromboaspiration de la veine cave inférieure, par voie veineuse transcutanée";"209,00";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ATM</regroupment>"
"DHNF003";"anesthésie";"94,05";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"DHPF003";"Recanalisation de la veine cave inférieure sans pose d'endoprothèse, par voie veineuse transcutanée";"355,30";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ATM</regroupment>"
"DHPF003";"anesthésie";"94,05";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"DHFA002";"Résection de la veine cave inférieure infrarénale sans reconstruction, par laparotomie";"499,54";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"DHFA002";"anesthésie";"240,39";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"DHFA007";"Résection de la veine cave inférieure infrarénale avec reconstruction, par laparotomie";"782,00";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
"DHFA007";"anesthésie";"370,38";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>4</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADA</regroupment>"
"DHFA004";"Résection de la veine cave inférieure suprarénale infrahépatique sans reconstruction, par laparotomie";"628,67";"<?xml version="1.0" encoding="ISO-8859-1"?><activity>1</activity><phase>0</phase><reimbursment></reimbursment><agreement></agreement><exemption>1</exemption><regroupment>ADC</regroupment>"
