"CNAMTS - CCAM version 23 applicable au 25/01/2010";;;;;;;;;
"Code";"c";"Texte";"Activité";"Phase";"Tarif
(en euro)";"Rembt. ss Cdtions";"Accord Préalable";"Exo. TM";"Regroupement"
;;"(GELE001, YYYY013, ZZHA001)";;;;;;;
"DHFA004";;"Résection de la veine cave inférieure suprarénale infrahépatique sans reconstruction, par laparotomie";1;0;628,67;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;305,63;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"DHFA006";;"Résection de la veine cave inférieure suprarénale infrahépatique avec reconstruction, par laparotomie";1;0;950,60;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;444,06;;;1;"ADA"
;;"(GELE001, YYYY013, ZZHA001)";;;;;;;
"DHFA005";;"Résection de la veine cave inférieure suprarénale rétrohépatique et/ou suprahépatique sans reconstruction, par laparotomie";1;0;714,60;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;342,65;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"DHFA001";;"Résection de la veine cave inférieure suprarénale rétrohépatique et/ou suprahépatique avec reconstruction, par laparotomie";1;0;1062,86;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"anesthésie";4;0;492,81;;;1;"ADA"
;;"(GELE001, YYYY013, ZZHA001)";;;;;;;
;;;;;;;;;
"04.04.04.05";;"Occlusion de la veine cave inférieure";;;;;;;
;;;;;;;;;
"DHSF001";;"Oblitération partielle temporaire de la veine cave inférieure, par voie veineuse transcutanée";1;0;167,20;;;1;"ATM"
"[F, J, K, P, S, U]";;"Pose d'un filtre cave inférieur temporaire, par voie veineuse transcutanée";;;;;;;
;;"(YYYY180, YYYY300, ZZLP042)";;;;;;;
"DHSF002";;"Oblitération partielle définitive de la veine cave inférieure, par voie veineuse transcutanée";1;0;167,20;;;1;"ATM"
"[F, J, K, P, S, U]";;"Pose d'un filtre cave inférieur définitif, par voie veineuse transcutanée";;;;;;;
;;"(YYYY180, YYYY300, ZZLP042)";;;;;;;
"DHSA001";;"Oblitération partielle de la veine cave inférieure, par laparotomie";1;0;235,53;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;160,48;;;1;"ADA"
;;"(GELE001)";;;;;;;
"DHSA002";;"Ligature de la veine cave inférieure et/ou de l'une de ses branches viscérales, par laparotomie";1;0;267,20;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;175,87;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"04.04.04.06";;"Ablation de filtre de la veine cave inférieure";;;;;;;
;;;;;;;;;
"DHGF001";;"Ablation d'un filtre temporaire de la veine cave inférieure, par voie veineuse transcutanée";1;0;209,00;;;1;"ATM"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;94,05;;;1;"ADA"
;;"(YYYY190, YYYY300)";;;;;;;
"DHGA001";;"Ablation d'un filtre de la veine cave inférieure sans reconstruction de la veine, par laparotomie";1;0;474,86;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"Avec ou sans : interruption partielle de la veine cave inférieure";;;;;;;
;;"anesthésie";4;0;162,67;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"DHGA002";;"Ablation d'un filtre de la veine cave inférieure avec reconstruction de la veine, par laparotomie";1;0;806,26;;;1;"ADC"
"[A, F, J, K, P, S, U, 7]";;"Avec ou sans : interruption partielle de la veine cave inférieure";;;;;;;
;;"anesthésie";4;0;230,72;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
;;;;;;;;;
"04.04.05";;"Actes thérapeutiques sur la veine génitale";;;;;;;
;;"Comprend : actes thérapeutiques sur la veine :
- testiculaire [spermatique] 
- ovarique [ovarienne]";;;;;;;
;;;;;;;;;
;;;;;;;;;
"04.04.05.01";;"Anastomose de veine génitale";;;;;;;
;;;;;;;;;
"EGCA004";;"Anastomose saphénocaverneuse";1;0;313,50;;;1;"ADC"
"[F, J, K, P, S, U, 7]";;"anesthésie";4;0;147,22;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"04.04.05.02";;"Résection et ligature de veine génitale";;;;;;;
;;"Avec ou sans : fermeture d'une déhiscence du canal inguinal homolatéral";;;;;;;
;;;;;;;;;
"EGFC001";;"Résection ou ligature de la veine testiculaire, par cœlioscopie";1;0;196,00;;;1;"ADC"
"[J, K, 7]";;"anesthésie";4;0;114,47;;;1;"ADA"
;;"(GELE001)";;;;;;;
"EGFA010";;"Résection ou ligature de la veine testiculaire, par abord direct";1;0;167,20;;;1;"ADC"
"[J, K, 7]";;"À l'exclusion de : ligature du plexus pampiniforme ou de la veine testiculaire, par abord scrotal (EGSA002)";;;;;;;
;;"anesthésie";4;0;101,83;;;1;"ADA"
;;"(GELE001)";;;;;;;
"EGFA008";;"Résection ou ligature de la veine testiculaire par abord direct, avec embolisation intraveineuse";1;0;209,63;;;1;"ADC"
"[J, K, 7]";;"anesthésie";4;0;115,66;;;1;"ADA"
;;"(GELE001)";;;;;;;
"EGSA002";;"Ligature du plexus pampiniforme ou de la veine testiculaire, par abord scrotal";1;0;167,20;;;1;"ADC"
"[J, K, 7]";;"anesthésie";4;0;86,43;;;1;"ADA"
;;"(GELE001)";;;;;;;
"EGSA001";;"Interruption des veines de drainage du pénis, par abord direct";1;0;167,20;;;1;"ADC"
"[J, K, 7]";;"anesthésie";4;0;87,17;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"04.04.05.03";;"Embolisation de veine génitale";;;;;;;
;;;;;;;;;
"EGSF002";;"Embolisation sélective ou hypersélective de la veine testiculaire ou ovarique, par voie veineuse transcutanée";1;0;209,00;;;1;"ATM"
"[A, F, P, S, U, 7]";;"Formation : spécifique à cet acte en plus de la formation initiale";;;;;;;
;;"anesthésie";4;0;94,05;;;1;"ADA"
;;"(YYYY180, YYYY300)";;;;;;;
"EGSF001";;"Embolisation suprasélective de la veine testiculaire ou ovarique, par voie veineuse transcutanée";1;0;209,00;;;1;"ATM"
"[A, F, P, S, U, 7]";;"Formation : spécifique à cet acte en plus de la formation initiale";;;;;;;
;;"anesthésie";4;0;94,05;;;1;"ADA"
;;"(YYYY180, YYYY300)";;;;;;;
"EGSF003";;"Embolisation des veines de drainage du pénis, par injection intraveineuse transcutanée";1;0;209,00;;;1;"ATM"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;94,05;;;1;"ADA"
;;"(YYYY180, YYYY300)";;;;;;;
;;;;;;;;;
"04.04.06";;"Actes thérapeutiques sur la veine rénale";;;;;;;
;;"Comprend : actes thérapeutiques sur la veine d'un rein transplanté";;;;;;;
;;;;;;;;;
;;;;;;;;;
"04.04.06.01";;"Dilatation intraluminale de la veine rénale";;;;;;;
;;;;;;;;;
"EGAF001";;"Dilatation intraluminale de la veine rénale sans pose d'endoprothèse, par voie veineuse transcutanée";1;0;355,30;;;1;"ATM"
"[F, P, S, U]";;"(YYYY240, YYYY300, ZZLP008)";;;;;;;
"EGAF004";;"Dilatation intraluminale de la veine rénale avec pose d'endoprothèse, par voie veineuse transcutanée";1;0;355,30;;;1;"ATM"
"[F, P, S, U]";;"(YYYY240, YYYY300, ZZLP008)";;;;;;;
;;;;;;;;;
"04.04.06.02";;"Reperméation de veine rénale";;;;;;;
;;;;;;;;;
"EGNF001";;"Fibrinolyse in situ de la veine rénale, par voie veineuse transcutanée";1;0;209,00;;;1;"ATM"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;94,05;;;1;"ADA"
;;"(YYYY180, YYYY300)";;;;;;;
"EGJF001";;"Thromboaspiration de la veine rénale, par voie veineuse transcutanée";1;0;209,00;;;1;"ATM"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;94,05;;;1;"ADA"
;;"(YYYY180, YYYY300)";;;;;;;
;;;;;;;;;
"04.04.07";;"Actes thérapeutiques sur les veines hémorroïdales";;;;;;;
;;;;;;;;;
;;;;;;;;;
"04.04.07.01";;"Hémorroïdectomie";;;;;;;
;;;;;;;;;
"EGFA005";;"Résection d'un paquet hémorroïdaire isolé";1;0;62,70;;;1;"ADC"
"[F, P, S, U]";;"(ZZHA001, ZZLP025)";;;;;;;
"EGFA003";;"Hémorroïdectomie pédiculaire par résection sousmuqueuse";1;0;154,10;;;1;"ADC"
"[A, F, P, S, U, 7]";;"Opération selon Milligan - Morgan sans anoplastie";;;;;;;
;;"Avec ou sans : sphinctérotomie [léiomyotomie] interne";;;;;;;
;;"anesthésie";4;0;66,35;;;1;"ADA"
;;"(GELE001)";;;;;;;
"EGFA002";;"Hémorroïdectomie pédiculaire par résection sousmuqueuse avec anoplastie muqueuse postérieure et sphinctérotomie [léiomyotomie] interne";1;0;192,90;;;1;"ADC"
"[A, 7]";;"Opération selon Milligan - Morgan avec anoplastie";;;;;;;
;;"Avec ou sans : excision de fissure de l'anus";;;;;;;
;;"anesthésie";4;0;86,40;;;1;"ADA"
;;"(GELE001)";;;;;;;
"EGFA001";;"Hémorroïdectomie pédiculaire semifermée ou fermée";1;0;188,10;;;1;"ADC"
"[A, F, P, S, U, 7]";;"Opération selon Parks ou avec étalement des ponts";;;;;;;
;;"Opération selon Ferguson";;;;;;;
;;"Avec ou sans : anoplastie muqueuse";;;;;;;
;;"anesthésie";4;0;96,59;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"04.04.07.02";;"Autres traitements des hémorroïdes";;;;;;;
;;;;;;;;;
"EGLF002";;"Séance d'injection sclérosante des hémorroïdes";1;0;18,21;;;1;"ATM"
"EGSP001";;"Séance de ligature élastique des hémorroïdes";1;0;23,95;;;1;"ATM"
"EGNP001";;"Séance de traitement instrumental des hémorroïdes par procédé physique";1;0;52,42;;;1;"ATM"
;;"Traitement des hémorroïdes par photocoagulation infrarouge, laser, cryothérapie, Bi-cap";;;;;;;
;;"Avec ou sans : ligature élastique";;;;;;;
;;"(ZZLP025)";;;;;;;
"EGJA001";;"Évacuation d'une thrombose hémorroïdaire externe";1;0;62,70;;;1;"ADC"
"[F, P, S, U]";;"(ZZLP025)";;;;;;;
"EGFA007";;"Excision d'une thrombose hémorroïdaire";1;0;62,70;;;1;"ADC"
"[F, P, S, U]";;"(ZZHA001, ZZLP025)";;;;;;;
"EGED001";;"Réduction de procidence hémorroïdaire interne par agrafage circulaire, par voie anale";1;0;157,55;;;1;"ADC"
"[A, F, P, S, U, 7]";;"Anopexie circulaire selon Longo ";;;;;;;
;;"Indication : hémorroïdes internes symptomatiques de grade 3 ; technique alternative aux traitements instrumentaux et traitements chirurgicaux après échec du traitement médical";;;;;;;
;;"Formation : expérience en chirurgie proctologique ; nécessité d'une formation spécifique théorique et pratique";;;;;;;
;;"Environnement : réalisation dans un bloc opératoire en hospitalisation";;;;;;;
;;"anesthésie";4;0;76,16;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"04.04.08";;"Actes thérapeutiques sur la veine porte et les veines digestives";;;;;;;
;;;;;;;;;
;;;;;;;;;
"04.04.08.01";;"Suture de plaie de la veine porte";;;;;;;
;;;;;;;;;
"EHCA008";;"Suture de plaie de la veine porte et/ou de l'une de ses branches principales, par laparotomie";1;0;363,42;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;324,69;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"04.04.08.02";;"Dilatation intraluminale de la veine porte";;;;;;;
;;;;;;;;;
"EHAF002";;"Dilatation intraluminale de la veine porte ou d'une anastomose portocave sans pose d'endoprothèse, par voie veineuse transcutanée";1;0;355,30;;;1;"ATM"
"[F, P, S, U]";;"(YYYY240, YYYY300, ZZLP008)";;;;;;;
"EHAF001";;"Dilatation intraluminale de la veine porte ou d'une anastomose portocave avec pose d'endoprothèse, par voie veineuse transcutanée";1;0;355,30;;;1;"ATM"
"[F, P, S, U]";;"(YYYY240, YYYY300, ZZLP008)";;;;;;;
"EHAF003";;"Dilatation intraluminale de veine hépatique [veine sushépatique] sans pose d'endoprothèse, par voie veineuse transcutanée";1;0;355,30;;;1;"ATM"
"[F, P, S, U]";;"(YYYY240, YYYY300, ZZLP008)";;;;;;;
"EHAF004";;"Dilatation intraluminale d'une endoprothèse vasculaire intrahépatique pour court-circuit [shunt] vasculaire portosystémique, par voie veineuse transcutanée";1;0;355,30;;;1;"ATM"
"[F, P, S, U]";;"(YYYY240, YYYY300, ZZLP008)";;;;;;;
"EHAA001";;"Recalibrage d'une anastomose portocave, par laparotomie";1;0;522,50;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;311,00;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"04.04.08.03";;"Désobstruction de la veine porte";;;;;;;
;;;;;;;;;
"EHNF001";;"Fibrinolyse in situ de la veine porte et/ou de ses affluents ou d'un court-circuit [shunt] vasculaire portosystémique, par voie veineuse transcutanée";1;0;209,00;;;1;"ATM"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;94,05;;;1;"ADA"
;;"(YYYY180, YYYY300)";;;;;;;
"EHPF001";;"Recanalisation d'un court-circuit [shunt] vasculaire portosystémique, par voie veineuse transcutanée";1;0;209,00;;;1;"ATM"
"[A, F, P, S, U, 7]";;"Avec ou sans : 
- dilatation du pontage 
- prise des pressions dans la veine porte";;;;;;;
;;"anesthésie";4;0;94,05;;;1;"ADA"
;;"(YYYY180, YYYY300)";;;;;;;
"EHFA001";;"Thrombectomie de la veine porte et/ou de l'un de ses affluents principaux, par laparotomie";1;0;534,25;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;308,83;;;1;"ADA"
;;"(EZQH004, GELE001, YYYY105, YYYY300, ZZHA001, ZZQA003)";;;;;;;
;;;;;;;;;
"04.04.08.04";;"Dérivation portale";;;;;;;
;;;;;;;;;
"EHCF002";;"Création d'un court-circuit [shunt] portosystémique intrahépatique par pose d'endoprothèse, par voie veineuse transcutanée";1;0;522,50;;;1;"ATM"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;188,10;;;1;"ADA"
;;"(YYYY200, YYYY300)";;;;;;;
"EHCA003";;"Anastomose portocave tronculaire ou portorénale, par laparotomie";1;0;692,76;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;468,95;;;1;"ADA"
;;"(EPFA006, GELE001, ZZQA003)";;;;;;;
"EHCA006";;"Anastomose mésentéricocave inférieure, par laparotomie";1;0;755,68;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;526,50;;;1;"ADA"
;;"(EPFA006, GELE001, ZZQA003)";;;;;;;
"EHCA009";;"Anastomose mésentérico-ilio-cave, par laparotomie";1;0;741,70;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;422,03;;;1;"ADA"
;;"(EPFA006, GELE001, ZZQA003)";;;;;;;
"EHCA007";;"Anastomose veineuse splénorénale centrale avec splénectomie, par laparotomie";1;0;813,55;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;522,73;;;1;"ADA"
;;"(EPFA006, GELE001, ZZQA003)";;;;;;;
"EHCA004";;"Anastomose veineuse splénorénale distale sélective sans déconnexion portosystémique, par laparotomie";1;0;791,46;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"Opération selon Warren sans déconnexion portosystémique";;;;;;;
;;"anesthésie";4;0;499,37;;;1;"ADA"
;;"(EPFA006, GELE001, ZZQA003)";;;;;;;
"EHCA002";;"Anastomose veineuse splénorénale distale sélective avec déconnexion portosystémique, par laparotomie";1;0;904,54;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"Opération selon Warren avec déconnexion portosystémique";;;;;;;
;;"anesthésie";4;0;585,15;;;1;"ADA"
;;"(EPFA006, GELE001, ZZQA003)";;;;;;;
"EHCA005";;"Anastomose entre une branche du système porte autre que la veine splénique ou la veine mésentérique supérieure et le système cave inférieur, par laparotomie";1;0;829,70;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;504,51;;;1;"ADA"
;;"(EPFA006, GELE001, ZZQA003)";;;;;;;
"EHCA010";;"Anastomose entre une branche du système porte et le système cave supérieur, par abord direct";1;0;841,62;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"Dérivation veineuse méso-innominée";;;;;;;
;;"Dérivation veineuse mésentéricosubclavière rétrosternale";;;;;;;
;;"anesthésie";4;0;560,59;;;1;"ADA"
;;"(EPFA006, GELE001, ZZQA003)";;;;;;;
"EHCA001";;"Pontage veineux mésentéricoatrial, par thoracotomie et par laparotomie";1;0;807,91;;;1;"ADC"
"[A, F, J, K, P, S, U]";;"anesthésie";4;0;546,66;;;1;"ADA"
;;"(EPFA006, GELE001, YYYY013, YYYY189, ZZHA001)";;;;;;;
;;;;;;;;;
"04.04.08.05";;"Hémostase de varices oesogastriques";;;;;;;
;;;;;;;;;
"EHBD001";;"Tamponnement de varices œsogastriques par sonde à ballonnet";1;0;37,02;;;1;"ATM"
"[F, P, S, U]";;"Facturation : ne peut pas être facturé avec un forfait de réanimation (YYYY015, YYYY020)";;;;;;;
"EHSF001";;"Embolisation de varices œsogastriques ou des branches intrahépatiques de la veine porte, par voie veineuse transcutanée ou transpariétohépatique";1;0;209,00;;;1;"ATM"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;94,05;;;1;"ADA"
;;"(YYYY180, YYYY300)";;;;;;;
"EHNE001";;"Séance de sclérose et/ou de ligature de varices œsogastriques en dehors de la période hémorragique, par endoscopie";1;0;116,33;;;1;"ATM"
"[A]";;"anesthésie";4;0;70,72;;;1;"ADA"
;;"(GELE001)";;;;;;;
"EHNE002";;"Sclérose et/ou ligature de varices œsogastriques en période hémorragique, par endoscopie";1;0;132,78;;;1;"ATM"
"[A, F, P, S, U]";;"anesthésie";4;0;77,74;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"04.04.08.06";;"Pose d'un système diffuseur relié à la veine porte";;;;;;;
;;;;;;;;;
"EHLA001";;"Pose d'un système diffuseur implantable souscutané avec cathéter relié à une branche de la veine porte, par laparotomie";1;0;397,10;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;177,78;;;1;"ADA"
;;"(GELE001)";;;;;;;
;;;;;;;;;
"04.04.09";;"Accès vasculaire veineux";;;;;;;
;;"Avec ou sans : guidage échographique";;;;;;;
;;"À l'exclusion de : accès vasculaire pour circulation extracorporelle (cf 04.05.08)";;;;;;;
;;;;;;;;;
"EPLF002";;"Pose d'un cathéter veineux central, par voie transcutanée";1;0;60,85;;;1;"ATM"
"[F, P, S, U]";;"Pose d'un cathéter veineux central pour surveillance de la pression intraveineuse centrale, par voie transcutanée";;;;;;;
;;"Facturation : ne peut pas être facturé avec un forfait de réanimation (YYYY015, YYYY020)
Ne peut pas être facturé avec un forfait de cardiologie (YYYY001, YYYY002)
Ne peut pas être facturé avec un geste d'anesthésie ";;;;;;;
;;"(ZZLP025)";;;;;;;
"EBLA002";;"Pose d'un cathéter dans la veine jugulaire interne, par cervicotomie";1;0;104,50;;;1;"ADC"
"[F, P, S, U]";;"(ZZLP030)";;;;;;;
"EGLF001";;"Pose d'un cathéter veineux ombilical";1;0;;;;1;"ATM"
;;"(ZZLP025)";;;;;;;
"DHLF001";;"Pose d'un cathéter épicutanéocave, par voie transcutanée";1;0;;;;1;"ATM"
;;"(ZZLP025)";;;;;;;
"EALB002";;"Pose d'une voie d'abord vasculaire intraosseuse ou dans le sinus veineux sagittal [longitudinal] supérieur";1;0;;;;1;"ATM"
;;"(ZZLP025)";;;;;;;
"EBLA003";;"Pose d'un cathéter relié à une veine profonde du membre supérieur ou du cou par voie transcutanée, avec pose d'un système diffuseur implantable souscutané";1;0;125,40;;;1;"ADC"
"[F, P, S, U]";;"(YYYY120, YYYY300, ZZLP025)";;;;;;;
"EPPP002";;"Désobstruction de site implantable ou de voie veineuse centrale tunnellisée par agent thrombolytique";1;0;19,20;;;1;"ATM"
"[F, P, S, U]";;;;;;;;;
"EBGA001";;"Ablation d'un système diffuseur implanté et du cathéter relié à une veine profonde du membre supérieur ou du cou";1;0;59,50;;;1;"ADC"
"[F, P, S, U]";;"(ZZLP025)";;;;;;;
;;;;;;;;;
"04.04.10";;"Autres actes thérapeutiques sur les veines";;;;;;;
;;;;;;;;;
;;;;;;;;;
"04.04.10.01";;"Suture de veine";;;;;;;
;;;;;;;;;
"EFCA002";;"Suture de plaie de veine superficielle des membres ou du cou, par abord direct";1;0;64,02;;;1;"ADC"
"[F, P, S, U]";;"(ZZLP025)";;;;;;;
;;;;;;;;;
"04.04.10.02";;"Désobstruction de veine";;;;;;;
;;;;;;;;;
"EPJB001";;"Évacuation de thrombus veineux d'un membre, par voie transcutanée";1;0;13,38;;;1;"ATM"
"[F, P, S, U]";;"(ZZLP025)";;;;;;;
"EFFA003";;"Thrombectomie de veine superficielle des membres ou du cou, par abord direct";1;0;18,83;;;1;"ADC"
"[F, P, S, U]";;"(EZQH004, YYYY105, YYYY300, ZZHA001, ZZLP025, ZZQA003)";;;;;;;
;;;;;;;;;
"04.04.10.03";;"Exérèse de malformation veineuse";;;;;;;
;;;;;;;;;
"EPFA005";;"Exérèse de malformation veineuse cutanée et/ou souscutanée, sans reconstruction";1;0;57,17;;;1;"ADC"
;;"(ZZHA001, ZZLP025)";;;;;;;
"EPFA004";;"Exérèse de malformation veineuse musculaire ou osseuse, sans reconstruction";1;0;328,31;;;1;"ADC"
"[A, J, K, 7]";;"anesthésie";4;0;118,03;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
"EPFA001";;"Exérèse d'une malformation veineuse étendue, avec reconstruction tissulaire par greffe ou lambeau";1;0;482,32;;;1;"ADC"
"[A, J, K, R, 7]";;"Coder éventuellement : réparation immédiate de la perte de substance par autogreffe ou lambeau (cf 16.03.08, 16.03.10)";;;;;;;
;;"anesthésie";4;0;131,96;;;1;"ADA"
;;"(GELE001, ZZHA001)";;;;;;;
;;;;;;;;;
"04.04.10.04";;"Occlusion de veine";;;;;;;
;;;;;;;;;
"EFSA001";;"Ligature de veine superficielle des membres ou du cou, par abord direct";1;0;83,60;;;1;"ADC"
"[F, J, K, P, S, U]";;"(ZZLP030)";;;;;;;
;;;;;;;;;
"04.04.10.05";;"Autres actes thérapeutiques sur les veines";;;;;;;
;;;;;;;;;
"EPFA003";;"Prélèvement de greffe veineuse des membres, sur un sujet en état de mort encéphalique";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"EPNF001";;"Séance de sclérose de varicosités et télangiectasies des veines, par injection intraveineuse transcutanée";1;0;"Non pris en charge";;;1;"ATM"
;;;;;;;;;
"04.05";;"AUTRES ACTES THÉRAPEUTIQUES SUR LES VAISSEAUX";;;;;;;
;;;;;;;;;
;;;;;;;;;
"04.05.01";;"Actes thérapeutiques sur les vaisseaux du cou et les vaisseaux extracrâniens de la tête";;;;;;;
;;;;;;;;;
"EBSF001";;"Occlusion d'une fistule artérioveineuse directe cervicale ou crânienne, par voie vasculaire transcutanée";1;0;522,50;;;1;"ATM"
"[A, F, P, S, U, 7]";;"anesthésie";4;0;229,90;;;1;"ADA"
;;"(YYYY220, YYYY300)";;;;;;;
"EBSH001";;"Occlusion d'une malformation vasculaire cervicale et/ou faciale, par injection transcutanée intralésionnelle de colle avec guidage radiologique";1;0;104,50;;;1;"ATM"
"[F, P, S, U]";;"(YYYY180, YYYY300, ZZLP025)";;;;;;;
"EBNH001";;"Sclérose d'une malformation vasculaire cervicale et/ou faciale, par injection transcutanée intralésionnelle d'agent pharmacologique avec guidage radiologique";1;0;104,50;;;1;"ATM"
;;"(YYYY180, YYYY300, ZZLP025)";;;;;;;
